sex,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,not_recidivist
1,0,1,0,1,3,33,0,0,1,1
0,0,0,0,0,1,1,1,0,0,1
1,1,0,1,0,1,19,0,0,1,0
1,1,0,0,0,3,0,1,0,0,1
1,0,0,3,1,6,135,0,0,1,0
1,0,0,0,0,1,2,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,3,1,0,1,0,1
1,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,4,108,1,0,0,1
0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,179,1,0,0,1
1,0,0,0,0,9,11,1,0,0,0
1,1,0,0,0,0,27,1,0,0,0
1,1,0,0,0,1,3,0,1,0,0
1,0,0,0,0,3,1,1,0,0,0
1,0,0,0,0,3,2,1,0,0,0
1,0,0,0,0,5,0,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,1,3,45,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,1,0,0,1,1
1,0,0,0,1,6,35,1,0,0,0
1,0,0,0,0,1,-1,0,0,1,0
1,0,0,0,0,2,9,0,1,0,0
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,3,0,1,0,1
1,0,0,0,0,4,0,1,0,0,0
0,1,0,0,0,1,1,0,1,0,0
1,0,0,0,0,3,0,0,1,0,0
1,0,0,0,0,2,0,0,0,1,0
1,0,0,0,0,19,14,1,0,0,0
1,0,0,0,0,3,220,0,1,0,1
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,10,1,1,0,0,0
1,0,0,0,0,1,3,1,0,0,1
0,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,14,2,1,0,0,0
1,0,0,0,0,2,1,0,0,1,1
1,0,0,0,0,5,3,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,1,108,0,0,1,1
1,0,0,0,0,2,0,1,0,0,0
1,0,1,1,0,6,2,0,0,1,0
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,1,1
1,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,7,78,1,0,0,0
1,1,0,0,0,2,0,1,0,0,1
1,1,0,0,0,5,1,1,0,0,1
1,1,0,0,0,0,2,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,10,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1,1
1,0,0,0,0,2,6,0,0,1,0
1,0,0,0,0,5,19,1,0,0,0
1,0,0,0,1,10,23,1,0,0,0
1,0,0,0,0,4,78,0,1,0,0
1,1,0,0,0,2,13,0,0,1,0
1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,6,1,0,1,0,0
1,0,0,0,0,0,2,1,0,0,1
0,0,0,0,0,6,17,0,0,1,1
1,0,0,0,0,1,9,1,0,0,1
1,1,0,0,0,8,0,1,0,0,0
1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,4,1,1,0,0,0
0,0,0,0,0,3,26,1,0,0,1
1,0,0,0,0,2,6,0,0,1,0
1,1,1,0,0,8,2,1,0,0,1
1,0,0,0,0,6,39,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,6,2,1,0,0,0
1,0,0,0,0,17,0,0,1,0,1
1,1,0,0,0,2,0,0,0,1,1
1,0,0,0,0,2,5,0,0,1,1
1,0,0,0,0,5,0,1,0,0,1
1,0,0,0,0,1,4,1,0,0,1
1,0,0,0,0,2,37,1,0,0,1
1,1,0,0,0,6,-1,1,0,0,1
1,0,0,0,0,2,58,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,17,2,1,0,0,0
1,0,0,0,0,11,2,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,6,0,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,1,0,1
1,1,1,2,0,3,1,0,0,1,1
0,0,0,0,0,5,1,0,1,0,1
1,0,0,0,0,16,0,1,0,0,0
0,0,0,0,0,5,47,1,0,0,0
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,1,6,1,0,0,1
1,0,0,0,0,3,-1,1,0,0,0
1,0,1,0,1,13,0,1,0,0,0
1,0,0,0,0,2,0,0,1,0,1
1,1,0,0,0,1,14,1,0,0,1
1,1,0,0,0,5,12,0,1,0,1
1,1,0,0,0,2,1,0,1,0,1
1,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,17,25,0,1,0,0
1,0,0,0,0,1,1,1,0,0,0
1,0,0,0,0,0,2,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,2,5,1,0,0,0
1,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,4,2,1,0,0,0
0,0,0,0,0,0,2,1,0,0,1
0,0,0,0,0,4,0,1,0,0,0
0,1,0,0,0,30,3,0,1,0,0
1,0,0,0,0,4,0,0,1,0,1
1,0,0,0,0,2,1,1,0,0,1
0,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,2,0,0,1,0,1
1,0,0,0,0,19,117,0,1,0,1
1,0,0,0,0,5,19,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,2,20,1,0,0,1
0,1,0,0,0,4,3,0,1,0,1
1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0,8,1,1,0,0,0
1,1,0,0,0,3,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,10,1,0,1,0,0
1,1,0,0,0,2,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,1,19,0,1,0,0
1,1,0,0,0,2,12,0,1,0,1
1,1,0,0,0,6,27,1,0,0,1
1,0,0,0,2,1,-1,0,0,1,0
1,0,0,0,0,0,-1,1,0,0,1
1,0,0,0,1,9,799,1,0,0,0
1,1,0,0,0,2,12,1,0,0,1
1,1,0,0,0,0,0,0,0,1,0
1,0,2,0,0,18,1,1,0,0,1
0,1,0,0,0,5,7,1,0,0,0
1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,-1,0,0,1,1
1,1,0,0,0,8,11,0,1,0,1
1,0,0,0,0,7,0,0,1,0,1
1,1,0,0,0,3,1,1,0,0,1
0,1,0,0,0,2,2,0,0,1,1
0,0,0,0,0,3,0,0,0,1,0
1,1,0,0,0,3,2,0,1,0,0
1,1,0,0,2,4,1,1,0,0,1
1,1,0,0,0,1,1,0,1,0,1
0,1,0,0,0,0,-1,0,0,1,1
0,1,0,0,0,1,2,1,0,0,1
1,0,0,0,0,0,4,1,0,0,0
1,0,0,0,0,16,0,1,0,0,0
1,0,0,0,0,4,1,1,0,0,0
1,0,0,0,0,0,-1,0,0,1,1
1,0,0,0,1,12,2,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,9,0,1,0,0,0
1,0,0,0,0,5,1,1,0,0,0
1,0,0,1,0,11,6,1,0,0,0
1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,1,-1,1,0,0,0
1,0,0,0,0,5,0,0,1,0,1
0,1,0,0,0,6,33,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,14,3,1,0,0,1
1,1,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,13,0,1,0,1
1,1,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,4,1,1,0,0,0
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,2,1,0,0,1,0
1,1,0,1,0,1,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,2,14,1,0,0,1
1,1,0,0,0,3,0,1,0,0,1
1,0,2,1,0,9,0,1,0,0,1
1,0,0,0,0,0,4,0,0,1,1
1,0,0,0,0,9,1,1,0,0,0
1,0,0,0,0,3,1,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,3,3,1,0,0,0
1,0,0,0,0,4,2,0,1,0,1
0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,1,4,32,1,0,0,0
0,1,0,0,0,2,43,1,0,0,0
0,1,0,0,0,11,34,1,0,0,0
0,0,0,0,0,6,3,1,0,0,0
1,0,0,0,0,3,0,0,1,0,1
0,1,0,0,0,3,0,1,0,0,1
1,1,0,0,0,2,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,0,4,0,0,1,0
1,1,0,0,0,0,77,1,0,0,1
0,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,8,3,0,1,0,0
0,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,0,8,1,0,0,0
1,0,0,0,0,5,51,1,0,0,0
1,0,0,0,0,4,414,1,0,0,0
1,0,0,0,0,7,1,1,0,0,0
1,1,0,0,0,0,158,1,0,0,1
1,0,0,0,0,3,1,1,0,0,1
0,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,1,1,0,0,1,0
1,0,0,0,0,1,31,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,3,0,1,0,0,0
1,0,0,0,0,1,8,1,0,0,1
1,1,0,0,0,0,24,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,-1,0,0,1,1
0,0,0,0,0,2,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,1,1,1,0,0,1
1,0,0,0,0,2,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,12,1,0,1,0,1
1,0,0,0,0,6,0,1,0,0,1
1,0,0,0,0,2,23,1,0,0,0
1,1,0,0,0,4,0,0,0,1,1
1,0,0,0,0,0,2,1,0,0,0
1,0,1,1,1,4,355,1,0,0,0
1,1,1,0,1,1,36,0,0,1,0
0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,-1,1,0,0,1
1,1,0,0,0,3,0,1,0,0,1
1,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,1,0,1,0,1
1,1,0,0,0,3,1,0,1,0,0
1,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,35,0,0,1,1
1,0,0,0,0,4,353,1,0,0,0
1,1,0,0,0,2,4,0,1,0,1
0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,9,7,1,0,0,0
1,0,0,0,0,0,209,0,0,1,0
0,1,0,0,0,5,0,0,1,0,1
1,0,0,0,0,4,0,1,0,0,0
0,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,0,2,1,0,0,1
0,1,0,0,0,1,4,1,0,0,1
1,1,0,0,0,0,-1,0,0,1,0
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,0,0,182,0,0,1,0
1,0,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,4,-1,0,1,0,1
1,0,0,0,0,1,1,0,0,1,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,2,1,1,0,0,0
0,0,0,0,0,5,6,1,0,0,0
0,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,2,2,1,0,0,1
1,1,0,0,0,0,2,0,1,0,1
1,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,6,0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,4,3,0,1,0,1
1,0,0,0,0,7,1,0,1,0,0
1,1,0,0,0,0,1,1,0,0,0
1,1,0,0,0,7,1,1,0,0,0
1,1,0,0,0,7,14,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,12,21,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,4,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,5,32,0,1,0,1
1,0,0,0,0,4,1,1,0,0,0
1,0,0,0,0,0,17,1,0,0,0
1,0,0,0,0,2,5,1,0,0,1
1,1,0,0,0,2,0,1,0,0,1
1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,4,1,0,1,0,1
0,1,0,0,1,1,0,0,0,1,1
1,0,2,0,1,2,140,0,0,1,0
1,1,0,0,0,0,35,1,0,0,0
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,1,1,0,0,1
1,0,0,0,0,6,1,0,0,1,1
1,0,0,0,0,6,133,1,0,0,1
1,0,0,3,1,15,2,1,0,0,0
1,0,0,0,1,0,1,0,0,1,0
1,0,0,0,0,1,3,1,0,0,0
1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,8,5,0,1,0,0
1,1,0,0,0,2,1,1,0,0,1
1,1,0,0,0,6,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,2,109,1,0,0,1
1,0,0,0,0,11,1,1,0,0,0
0,1,0,0,0,0,23,0,0,1,1
1,0,0,0,0,7,602,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,4,2,1,0,0,0
1,0,0,0,0,3,11,1,0,0,1
1,0,3,0,0,2,14,0,0,1,0
1,0,0,0,0,1,4,0,0,1,0
1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,2,0,0,1,1
0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,1,-1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,17,23,0,1,0,0
0,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0,1,1,0,0,1
1,1,0,0,0,10,1,1,0,0,0
1,0,0,0,1,2,1,1,0,0,0
1,0,0,0,0,0,5,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,3,0,3,0,0,0,1,1
1,0,0,0,0,0,1,1,0,0,1
1,0,0,1,1,2,2,0,0,1,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,2,14,1,0,0,1
0,0,0,0,1,4,0,1,0,0,1
1,1,0,0,0,1,21,1,0,0,0
1,1,0,0,0,7,1,1,0,0,1
1,0,0,0,0,3,0,1,0,0,0
1,0,0,0,2,0,1,0,0,1,1
1,1,0,0,0,2,0,0,1,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,1,0,0,1,5,0,0,1,1
1,0,0,2,1,19,4,1,0,0,0
0,1,0,0,0,1,5,0,1,0,1
1,1,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,14,4,1,0,0,0
1,0,0,0,0,0,3,1,0,0,0
1,0,0,0,0,3,0,1,0,0,0
1,1,0,0,0,2,1,1,0,0,0
0,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,3,26,0,0,1,0
1,1,0,0,0,1,27,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0
1,1,0,0,0,2,1,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,5,1,0,0,1
1,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,8,1,1,0,0,0
1,1,0,0,0,1,4,1,0,0,1
1,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,1,43,0,0,1,1
1,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,3,0,1,0,0,0
1,0,0,0,0,9,1,0,1,0,1
1,0,2,0,0,20,317,1,0,0,0
0,0,0,0,0,1,27,1,0,0,0
1,0,0,0,0,0,0,1,0,0,1
1,1,1,0,1,5,54,0,0,1,0
1,1,0,0,0,1,64,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,6,1,1,0,0,0
0,0,0,0,0,2,34,1,0,0,1
1,0,0,0,0,8,29,1,0,0,0
1,0,0,0,0,4,35,0,1,0,1
1,1,0,0,0,1,24,0,1,0,1
0,1,0,0,0,2,1,0,1,0,1
0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,9,3,0,1,0,0
1,0,0,0,0,2,1,1,0,0,0
1,0,0,0,0,5,1,0,0,1,0
1,0,0,0,0,3,214,0,0,1,0
1,0,0,0,0,2,1,1,0,0,1
1,1,0,0,0,3,86,1,0,0,1
0,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,15,0,0,1,0,0
1,1,0,0,0,3,0,0,1,0,0
1,0,0,0,0,3,0,0,1,0,1
0,1,0,0,0,1,1,0,0,1,1
1,1,1,0,0,2,3,1,0,0,0
1,0,0,2,0,3,30,0,0,1,0
1,0,0,5,0,12,36,0,0,1,0
1,1,0,0,0,3,6,0,0,1,0
1,1,0,0,0,6,6,1,0,0,1
1,0,0,0,0,4,1,1,0,0,0
1,0,0,0,1,4,4,0,0,1,1
0,1,0,0,0,7,17,1,0,0,1
1,0,0,0,0,5,1,1,0,0,0
0,1,0,0,0,1,169,0,1,0,1
1,0,0,0,0,1,8,0,0,1,1
1,0,3,0,0,6,31,1,0,0,0
0,0,0,0,0,1,1,0,0,1,1
1,0,1,0,2,15,1,1,0,0,0
1,1,0,0,0,0,108,0,1,0,1
0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,5,11,1,0,0,1
0,0,0,0,0,1,1,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,5,0,1,0,0,1
1,1,0,0,0,14,28,0,1,0,0
1,1,0,0,1,5,14,1,0,0,0
1,1,0,0,0,0,3,0,1,0,0
1,0,0,0,0,2,1,1,0,0,1
1,0,0,0,0,8,1,1,0,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,7,1,1,0,0,1
1,0,1,0,1,12,0,1,0,0,0
0,1,0,2,1,3,0,0,0,1,0
1,0,0,0,0,1,1,1,0,0,0
1,1,0,0,0,1,1,0,1,0,1
1,1,0,0,0,0,2,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,0,0,1,1
1,1,0,0,0,5,1,0,0,1,0
1,1,0,0,0,4,0,1,0,0,0
1,1,0,0,0,13,0,0,1,0,0
0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,2,0,1,0,1
1,1,0,0,0,11,57,0,1,0,1
1,0,0,0,0,3,0,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,6,10,1,0,0,0
1,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,7,1,1,0,0,0
1,0,0,0,0,15,6,1,0,0,1
1,0,0,0,0,12,1,1,0,0,1
1,0,4,0,1,14,0,0,1,0,0
1,0,0,4,4,14,83,1,0,0,0
1,1,0,0,0,0,-1,0,1,0,1
1,0,0,0,0,4,21,1,0,0,0
1,0,2,0,0,2,0,0,0,1,0
0,0,0,0,0,11,0,1,0,0,1
1,1,0,0,0,3,4,0,1,0,1
0,0,0,0,0,2,14,0,0,1,0
1,0,0,0,0,3,36,0,1,0,1
1,0,0,0,0,7,2,1,0,0,0
1,0,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,9,0,0,1,0
1,0,0,0,0,0,2,0,0,1,0
1,1,0,0,0,6,0,0,1,0,0
0,1,0,0,0,2,11,0,1,0,0
1,1,0,0,0,5,1,1,0,0,1
1,1,0,0,0,1,12,0,1,0,1
0,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,2,1,1,0,0,1
1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,1
1,0,0,1,3,14,-1,1,0,0,0
1,0,0,0,0,24,3,0,1,0,0
0,0,0,0,3,2,23,0,0,1,0
1,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,4,0,0,1,0
1,0,0,0,0,3,0,1,0,0,1
1,0,2,0,0,15,7,1,0,0,0
1,0,0,0,1,10,10,1,0,0,0
1,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,2,0,1,0,0,0
0,1,0,0,0,0,1,0,1,0,1
0,1,0,0,0,1,1,0,1,0,1
1,0,0,2,2,11,0,1,0,0,1
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,1,15,6,0,1,0,0
0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,1,1,0,1,0,1
0,1,0,0,0,1,0,0,1,0,1
0,0,0,1,0,6,0,1,0,0,1
1,1,0,1,0,6,1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,0,2,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,1,0,0,0,11,76,1,0,0,0
1,0,0,0,0,9,50,1,0,0,0
1,1,0,0,0,1,0,1,0,0,1
1,0,0,0,0,8,-1,0,1,0,0
0,1,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1,0,0,1
1,0,0,2,1,8,0,0,0,1,0
1,0,0,0,0,2,28,0,1,0,1
1,0,0,0,0,5,11,1,0,0,0
1,1,0,0,0,0,7,0,0,1,0
1,0,0,0,0,0,8,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1
0,1,0,0,0,5,20,0,1,0,0
1,1,0,0,0,9,0,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,3,15,0,1,0,0
1,0,0,0,0,12,50,0,1,0,1
1,0,0,0,0,2,0,1,0,0,1
1,0,0,0,0,6,1,1,0,0,1
1,0,0,0,0,8,0,0,1,0,0
1,0,0,1,1,13,-1,1,0,0,0
1,1,1,0,0,9,1,1,0,0,0
1,0,0,0,0,0,1,1,0,0,1
1,0,0,0,0,8,0,1,0,0,0
1,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
0,0,0,0,0,2,1,1,0,0,1
0,1,0,0,0,7,0,1,0,0,1
1,0,0,0,0,1,19,1,0,0,0
0,1,0,0,0,0,2,0,1,0,0
1,0,0,0,0,8,1,1,0,0,0
0,1,0,0,0,6,8,1,0,0,0
0,0,0,0,0,2,1,0,0,1,0
1,1,0,0,0,0,-1,0,0,1,1
1,1,0,0,0,2,1,0,1,0,1
1,1,0,0,0,3,36,0,1,0,0
1,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,7,1,1,0,0,0
1,1,0,0,1,0,1,0,0,1,0
1,0,0,0,0,5,1,1,0,0,1
1,0,0,0,0,1,11,0,0,1,0
1,0,0,2,0,21,1,1,0,0,0
1,0,0,0,1,13,0,0,0,1,0
1,0,0,1,0,23,1,1,0,0,0
1,0,2,1,0,11,26,1,0,0,1
1,0,0,0,0,1,1,0,0,1,1
1,0,1,3,0,24,2,1,0,0,0
0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,19,1,0,1,0,1
1,1,0,0,0,0,-1,1,0,0,1
1,1,0,0,0,0,91,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,3,0,1,0,0,1,0
1,0,0,1,0,6,32,1,0,0,1
1,1,0,0,0,0,2,0,0,1,0
1,1,0,0,0,1,20,0,1,0,0
1,0,0,0,0,27,9,0,1,0,1
0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,19,0,1,0,1
1,1,0,0,0,0,0,0,0,1,1
1,1,0,0,0,1,-1,0,1,0,1
1,0,2,3,0,24,19,1,0,0,1
1,1,0,0,0,13,16,1,0,0,0
1,0,0,0,0,0,4,0,1,0,1
1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,1,2,0,1,0,1
0,1,0,0,0,8,8,0,1,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0,2,43,1,0,0,0
1,0,0,0,1,2,1,1,0,0,1
1,1,0,0,0,1,14,1,0,0,1
1,0,0,0,0,14,142,0,1,0,0
1,1,0,0,0,0,0,1,0,0,1
1,0,0,1,0,4,26,0,0,1,0
0,0,0,0,0,2,0,1,0,0,0
0,1,0,0,0,4,5,1,0,0,0
1,1,0,0,1,2,13,0,0,1,1
0,1,0,0,0,1,12,1,0,0,0
1,1,0,1,0,1,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,79,0,1,0,1
0,1,0,0,0,4,13,1,0,0,1
1,0,0,0,0,3,1,0,0,1,1
1,1,0,0,0,1,21,1,0,0,1
1,0,0,0,0,3,13,0,0,1,0
1,1,0,0,0,0,4,1,0,0,0
0,0,0,0,0,3,27,1,0,0,1
1,0,0,0,0,1,24,0,1,0,1
1,0,0,0,0,6,5,0,1,0,1
1,0,0,0,0,7,0,1,0,0,0
1,0,0,0,0,10,7,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,9,2,1,0,0,1
1,0,0,0,0,1,162,0,1,0,1
0,0,0,0,0,1,-1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,1
1,1,0,0,0,6,2,1,0,0,1
1,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,27,118,1,0,0,0
1,0,0,0,0,3,12,1,0,0,1
1,0,0,0,1,7,3,1,0,0,0
1,1,0,0,0,1,32,1,0,0,0
1,0,0,0,0,8,1,1,0,0,1
1,0,0,0,0,0,1,0,1,0,0
1,0,0,1,0,8,40,1,0,0,1
1,1,0,0,0,4,7,0,1,0,1
1,0,0,0,0,15,330,0,1,0,0
1,1,0,0,0,7,18,1,0,0,0
1,1,0,0,0,7,1,1,0,0,0
1,1,0,0,3,0,1,0,0,1,1
1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,-1,1,0,0,1
1,0,0,0,0,4,0,0,1,0,1
1,0,0,0,0,3,1,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,1,0,0,1,0,1
1,1,0,0,0,2,2,1,0,0,1
1,0,0,0,0,0,60,1,0,0,0
1,1,0,0,0,0,1,0,0,1,1
0,1,0,1,0,3,0,1,0,0,1
1,0,0,2,1,7,2,1,0,0,0
1,0,1,0,0,5,2,1,0,0,0
1,0,0,1,1,1,2,0,0,1,1
1,1,0,0,0,2,0,1,0,0,0
1,1,0,0,0,2,3,0,0,1,1
